Sample_Count,Accuracy,CPU_Percent,RAM_MB,Battery_Percent,Latency_ms
33500,0.9397928420047162,0.0,199.37890625,100,0.18167495727539062
34000,0.9402076409517367,0.0,200.15234375,100,0.1266002655029297
34500,0.940668386423582,0.0,200.66796875,100,0.18072128295898438
35000,0.9411731093397332,0.0,201.18359375,100,0.17380714416503906
35500,0.941466437565139,0.0,201.95703125,100,0.179290771484375
36000,0.9420293880725535,0.0,202.73046875,100,0.5202293395996094
36500,0.942467329662201,0.0,203.24609375,100,0.4925727844238281
37000,0.9427312775330396,0.0,204.27734375,100,0.2429485321044922
37500,0.943121516759553,0.0,204.79296875,100,0.13780593872070312
38000,0.94352780189995,0.0,205.56640625,100,0.2315044403076172
38500,0.9439754811563336,0.0,205.82421875,100,0.15282630920410156
39000,0.9444116817517499,0.0,206.33984375,100,0.1366138458251953
39500,0.9449127870180501,0.0,206.85546875,100,0.19979476928710938
40000,0.9453013674658134,0.0,207.62890625,100,0.3230571746826172
40500,0.9455815905780104,0.0,208.14453125,100,0.30922889709472656
41000,0.9459769273920148,0.0,208.91796875,100,0.1418590545654297
41500,0.9462663550275897,0.0,209.43359375,100,0.1723766326904297
42000,0.9466203185638438,0.0,209.94921875,100,0.2269744873046875
42500,0.9470130114585539,0.0,210.46484375,100,0.33783912658691406
43000,0.9472337852608079,0.0,210.98046875,100,0.4818439483642578
43500,0.9476563757155008,0.0,211.49609375,100,0.22554397583007812
44000,0.9478420944978523,0.0,212.01171875,100,0.1876354217529297
44500,0.9482258825644367,0.0,212.52734375,100,0.22983551025390625
45000,0.9484011466411858,0.0,213.04296875,100,0.3457069396972656
45500,0.9485505813059054,0.0,213.55859375,100,0.4680156707763672
46000,0.9488924153822743,0.0,214.07421875,100,0.12564659118652344
46500,0.9492053934323993,0.0,214.58984375,100,0.240325927734375
47000,0.9495968170889981,0.0,214.84765625,100,0.41961669921875
47500,0.9498957916675438,0.0,215.36328125,100,0.4074573516845703
48000,0.9501677048394825,0.0,215.62109375,100,0.18858909606933594
48500,0.9504958660646172,0.0,215.87890625,100,0.33593177795410156
49000,0.9506744760311014,0.0,216.13671875,100,0.14734268188476562
49500,0.9510312922971254,0.0,216.65234375,100,0.1385211944580078
50000,0.9512609747805044,0.0,217.16796875,100,0.30994415283203125
50500,0.9515455139502188,0.0,217.68359375,100,0.18310546875
51000,0.951824474029921,0.0,217.94140625,100,0.244140625
51500,0.9521174346129201,0.0,218.45703125,100,0.2989768981933594
52000,0.9524816830445568,0.0,218.97265625,100,0.4744529724121094
52500,0.9528199462867374,0.0,219.23046875,100,0.15401840209960938
53000,0.9530008867757213,0.0,219.74609375,100,0.30422210693359375
53500,0.9531784452627053,0.0,220.51953125,100,0.28705596923828125
54000,0.9532971611636821,0.0,221.03515625,100,0.2512931823730469
54500,0.9535237885543385,0.0,221.29296875,100,0.3905296325683594
55000,0.9536735695714623,0.0,221.80859375,100,0.24390220642089844
55500,0.9538927226536459,0.0,222.32421875,100,0.3769397735595703
56000,0.9541615328297709,0.0,222.83984375,100,0.5822181701660156
56500,0.9542839949735403,0.0,223.35546875,100,0.18739700317382812
57000,0.9544744829038087,0.0,223.87109375,100,0.22268295288085938
57500,0.9546790490600163,0.0,224.38671875,100,0.4734992980957031
58000,0.9549145704384407,0.0,224.64453125,100,0.2830028533935547
58500,0.9550435035298542,0.0,225.16015625,100,0.25272369384765625
59000,0.955204149082219,0.0,225.67578125,100,0.22029876708984375
59500,0.9554293205156216,0.0,225.93359375,100,0.5357265472412109
60000,0.9555507408209863,0.0,226.44921875,100,0.23031234741210938
60500,0.9557362688220029,0.0,226.70703125,100,0.27632713317871094
61000,0.9558695759085917,0.0,227.21875,100,0.43320655822753906
61500,0.9560169753337344,0.0,227.734375,100,0.24437904357910156
62000,0.9561781261592555,0.0,227.9921875,100,0.23865699768066406
62500,0.9563366986128222,0.0,227.8984375,100,5.509614944458008
63000,0.9565562451389661,0.0,228.15625,100,0.1785755157470703
63500,0.9567408387269491,0.0,228.4140625,100,0.24437904357910156
64000,0.9570006718645021,0.0,228.671875,100,0.46133995056152344
64500,0.9572099657369654,0.0,228.9296875,100,0.1952648162841797
65000,0.9573852709958308,0.0,229.1875,100,0.22459030151367188
65500,0.9574968321094335,0.0,229.9609375,100,0.30350685119628906
66000,0.9577279132134362,0.0,230.21875,100,0.4150867462158203
66500,0.9578201831551405,0.0,230.4765625,100,0.1766681671142578
67000,0.9580454023074283,0.0,230.734375,100,0.3879070281982422
67500,0.9581932119524155,0.0,231.25,100,7.882595062255859
68000,0.9583241422920251,0.0,231.5078125,100,0.2560615539550781
68500,0.9584531612677187,0.0,232.0234375,100,0.484466552734375
69000,0.9585803104302836,0.0,232.5390625,100,0.47588348388671875
69500,0.9586480770060862,0.0,233.0546875,100,0.16760826110839844
70000,0.9587863030528135,0.0,233.3125,100,0.3025531768798828
70500,0.9589509368661437,0.0,233.828125,100,0.38695335388183594
71000,0.9590569146913424,0.0,234.0859375,100,0.4725456237792969
71500,0.9591474245115453,0.0,234.34375,100,0.2779960632324219
72000,0.9593061207483229,0.0,235.1171875,100,0.6198883056640625
72500,0.9594626281016814,0.0,235.1171875,100,0.2982616424560547
73000,0.9596032931055739,0.0,235.375,100,0.17523765563964844
73500,0.9597284390688562,0.0,235.6328125,100,0.28061866760253906
74000,0.9598789205551276,0.0,236.1484375,100,0.39315223693847656
74500,0.9600139595441672,0.0,236.40625,100,0.22792816162109375
75000,0.9601471980373595,0.0,237.1796875,100,0.40030479431152344
75500,0.9602786718056715,0.0,237.6953125,100,0.3151893615722656
76000,0.9604347311219589,0.0,237.953125,100,0.3185272216796875
76500,0.960484176677429,0.0,238.46875,100,0.2422332763671875
77000,0.9606498616901079,0.0,238.7265625,100,0.2696514129638672
77500,0.9608263119185559,0.0,238.984375,100,0.13589859008789062
78000,0.9608851168574762,0.0,239.2421875,100,0.12087821960449219
78500,0.9610068661545713,0.0,239.7578125,100,0.3192424774169922
79000,0.9611777066113087,0.0,240.015625,100,0.5009174346923828
79500,0.9612960843259833,0.0,240.2734375,100,0.37288665771484375
80000,0.9614129823377208,0.0,240.7890625,100,0.20003318786621094
80500,0.9615781170420243,0.0,241.2421875,100,0.18477439880371094
81000,0.9616177578054592,0.0,241.49609375,100,0.22125244140625
81500,0.9617918798542349,0.0,241.75390625,100,0.16498565673828125
82000,0.9619029036231266,0.0,242.26953125,100,0.3216266632080078
82500,0.96196409740488,0.0,242.78515625,100,0.3540515899658203
83000,0.9620968422067204,0.0,243.04296875,100,0.2536773681640625
83500,0.9621681177470929,0.0,243.30078125,100,0.31757354736328125
84000,0.9622742586397781,0.0,243.55859375,100,0.1850128173828125
84500,0.9623909776215666,0.0,243.28125,100,0.2593994140625
85000,0.9624710297525911,0.0,243.5390625,100,0.4317760467529297
85500,0.9625735371516123,0.0,244.0546875,100,0.2644062042236328
86000,0.9627097359333031,0.0,244.0546875,100,0.23674964904785156
86500,0.9628906024207813,0.0,244.3125,100,0.2694129943847656
87000,0.9629084723164102,0.0,244.828125,100,0.22721290588378906
87500,0.963017565513537,0.0,245.34375,100,0.3387928009033203
88000,0.9631140555220964,0.0,245.34375,100,0.27441978454589844
88500,0.96319815595304,0.0,245.859375,100,0.2772808074951172
89000,0.9633262547611825,0.0,245.859375,100,0.1862049102783203
89500,0.9634417492541982,0.0,246.375,100,0.1926422119140625
90000,0.9635559604893279,0.0,246.6328125,100,0.15354156494140625
90500,0.9636578601341421,0.0,246.890625,100,0.25200843811035156
91000,0.9637696289051768,0.0,247.1484375,100,0.3097057342529297
91500,0.963880176172938,0.0,247.6640625,100,0.3387928009033203
92000,0.9639677829588809,0.0,247.921875,100,0.3628730773925781
92500,0.9640436319607356,0.0,248.4375,100,0.3814697265625
93000,0.9641616756809066,0.0,244.4609375,100,0.4200935363769531
93500,0.9642784569148993,0.0,244.4609375,100,0.16570091247558594
94000,0.9643833576238551,0.0,244.9765625,100,0.2033710479736328
94500,0.9643707473994985,0.0,245.234375,100,0.20837783813476562
95000,0.9644424795528468,0.0,245.4921875,100,9.017467498779297
95500,0.9645448738756662,0.0,246.0078125,100,0.18525123596191406
96000,0.9646149519275841,0.0,246.265625,100,0.16236305236816406
96500,0.9646014030942685,0.0,246.78125,100,0.2951622009277344
97000,0.9646807764868404,0.0,246.48046875,100,0.2608299255371094
97500,0.9648003610219382,0.0,246.73828125,100,0.6155967712402344
98000,0.964908521341619,0.0,246.99609375,100,0.19431114196777344
98500,0.9650358879605283,0.0,247.25390625,100,0.5402565002441406
99000,0.9651417662447854,0.0,247.51171875,100,0.202178955078125
99500,0.9652365302861278,0.0,247.76953125,100,0.1881122589111328
100000,0.96530034699653,0.0,248.02734375,100,0.19073486328125
100500,0.9653834290206068,0.0,248.54296875,100,0.4317760467529297
101000,0.9655052920268116,0.0,248.80078125,100,0.23436546325683594
101500,0.9656161023044108,0.0,249.05859375,100,0.2205371856689453
102000,0.9656670032646739,0.0,249.31640625,100,0.42700767517089844
102500,0.9657174076350474,0.0,249.57421875,100,6.555080413818359
103000,0.9658061572217745,0.0,249.83203125,100,0.3211498260498047
103500,0.965884387590458,0.0,250.08984375,100,0.4515647888183594
104000,0.9659714810434515,0.0,249.74609375,100,0.36835670471191406
104500,0.9660577410742481,0.0,249.0390625,100,0.25153160095214844
105000,0.966133655869944,0.0,249.296875,100,0.20885467529296875
105500,0.9661804153515132,0.0,249.5546875,100,0.20575523376464844
106000,0.9662927708229168,0.0,249.5546875,100,0.21958351135253906
106500,0.9663946817400776,0.0,249.8125,100,0.3292560577392578
107000,0.9664956402276614,0.0,250.328125,100,0.15687942504882812
107500,0.9665212416628682,0.0,250.328125,100,0.17380714416503906
108000,0.966602161091101,0.0,250.5859375,100,0.396728515625
108500,0.9666639017151916,0.0,251.1015625,100,0.2968311309814453
109000,0.9667250759167347,0.0,251.359375,100,0.3261566162109375
109500,0.9667765591181816,0.0,251.875,100,0.2505779266357422
110000,0.9668639376005672,0.0,252.1328125,100,0.2541542053222656
110500,0.9668690781078905,0.0,252.6484375,100,0.5409717559814453
111000,0.9669372347996865,0.0,252.90625,100,0.30350685119628906
111500,0.9670137487556165,0.0,253.1640625,100,0.2696514129638672
112000,0.9670538655904858,0.0,253.1640625,100,0.5948543548583984
112500,0.9670847370245598,0.0,253.6796875,100,0.24247169494628906
113000,0.9671064857833116,0.0,253.9375,100,0.26917457580566406
113500,0.9671544744099171,0.0,254.1953125,100,0.30231475830078125
114000,0.967254673204621,0.0,254.453125,100,0.4417896270751953
114500,0.967284128522895,0.0,254.7109375,100,0.25272369384765625
115000,0.9673394144398745,0.0,254.7109375,100,0.2503395080566406
115500,0.9673942216950503,0.0,255.2265625,100,0.30803680419921875
116000,0.9674571770933009,0.0,255.484375,100,0.4608631134033203
116500,0.9674852576372736,0.0,256.0,100,0.4177093505859375
117000,0.9675558328561294,0.0,256.2578125,100,0.21505355834960938
117500,0.9676258074399366,0.0,256.515625,100,0.30112266540527344
118000,0.9676951890238218,0.0,256.7734375,100,0.8664131164550781
118500,0.9677808626087544,0.0,257.03125,100,0.4093647003173828
119000,0.967840606381459,0.0,257.2890625,100,0.28443336486816406
119500,0.967908218341269,0.0,257.2890625,100,11.23356819152832
120000,0.9679502670811077,0.0,257.546875,100,0.5269050598144531
120500,0.9680085642442802,0.0,258.0625,100,0.31566619873046875
121000,0.9681159659837522,0.0,258.3203125,100,0.5462169647216797
121500,0.9681566406860849,0.0,258.3203125,100,0.5354881286621094
122000,0.9682051786460767,0.0,258.578125,100,0.29206275939941406
122500,0.9682614835797259,0.0,258.8359375,100,0.5846023559570312
123000,0.9682929407077991,0.0,259.09375,100,9.730100631713867
123500,0.9683079489234905,0.0,259.3515625,100,0.6105899810791016
124000,0.9683631583616261,0.0,259.8671875,100,0.19216537475585938
124500,0.9684500526100192,0.0,260.125,100,0.5631446838378906
125000,0.9684962520299838,0.0,260.3828125,100,0.2765655517578125
125500,0.9685819236500107,0.0,260.640625,100,0.5583763122558594
