Sample_Count,Accuracy,Latency_ms,RAM_MB
50000,0.9867402651946962,50.45056343078613,171.3671875
51000,0.9868630026862218,10.873079299926758,171.30078125
52000,0.986981019595777,7.169246673583984,160.6796875
53000,0.9871323182581461,6.584644317626953,160.6796875
54000,0.9871854224921761,6.262779235839844,153.546875
55000,0.9872547771858694,5.742788314819336,152.33984375
56000,0.9872859413224764,5.769252777099609,152.51953125
57000,0.9873510991035245,7.26008415222168,152.0703125
58000,0.9873967690212238,7.431507110595703,149.359375
59000,0.9874408908323588,6.305217742919922,149.359375
60000,0.9875002083298612,5.822420120239258,149.359375
61000,0.9876067605449091,5.684614181518555,149.359375
62000,0.9877421331914001,6.807804107666016,149.48046875
63000,0.9877779717782258,6.0272216796875,149.48046875
64000,0.987812690426712,6.505012512207031,149.48046875
65000,0.9878924939616314,6.083011627197266,149.48046875
66000,0.9880304843866002,6.603717803955078,148.6796875
67000,0.9880897300040298,6.35528564453125,148.73046875
68000,0.9881325274628314,5.374908447265625,148.73046875
69000,0.9882320546079042,6.871938705444336,148.73046875
70000,0.9882573106098484,9.605646133422852,148.71875
71000,0.9883663610371685,6.117105484008789,148.06640625
72000,0.9884307162400522,10.778188705444336,148.06640625
73000,0.9884385145408967,6.548166275024414,93.82421875
74000,0.9885406953960082,8.194208145141602,69.875
75000,0.9886401514646471,6.1550140380859375,69.875
76000,0.9886975171379324,5.742311477661133,69.91015625
77000,0.9887404059687537,8.10861587524414,69.91015625
78000,0.988820656145434,5.714654922485352,69.91015625
79000,0.988911532765408,7.626533508300781,69.91015625
80000,0.9889876376545294,6.583213806152344,69.95703125
81000,0.9890001358007926,6.630897521972656,69.95703125
82000,0.9890245240911696,5.61833381652832,69.95703125
83000,0.9890362766713654,5.784749984741211,69.95703125
84000,0.9891429863930191,5.262851715087891,69.95703125
85000,0.9892236561922801,8.005142211914062,70.015625
86000,0.9892443111126615,8.788108825683594,70.015625
87000,0.9892644912127447,5.870342254638672,70.015625
88000,0.9892614856649357,6.802082061767578,70.015625
89000,0.9892697834855788,6.829261779785156,31.83203125
90000,0.9892223419739781,6.119251251220703,31.83203125
91000,0.9892638542433599,6.661415100097656,31.86328125
92000,0.9893370724231259,8.258819580078125,31.86328125
93000,0.9894517263255234,6.42085075378418,31.8984375
94000,0.9895107498856395,7.132768630981445,31.8984375
95000,0.9895685308575699,5.804777145385742,31.8984375
96000,0.9895834418391475,6.405830383300781,31.90234375
97000,0.9896186637251162,5.947589874267578,31.90234375
98000,0.9896633707819308,5.479335784912109,31.9296875
99000,0.9897071746750032,6.407976150512695,31.9296875
100000,0.989750102498975,7.707834243774414,31.89453125
101000,0.9898020811675132,6.872892379760742,31.89453125
102000,0.9898138253546533,6.660938262939453,31.8984375
103000,0.9898738847195658,6.974458694458008,31.8984375
104000,0.9899135585234757,6.3114166259765625,31.8984375
105000,0.9899620003619013,5.947113037109375,31.8984375
106000,0.989981226592202,6.125450134277344,31.8984375
107000,0.9900468219923179,6.249666213989258,31.9140625
108000,0.9901112026740493,5.631685256958008,31.9140625
109000,0.9901377051586683,6.1855316162109375,31.921875
110000,0.9901819074372051,5.728483200073242,31.921875
111000,0.9902163043576184,7.348537445068359,31.9453125
112000,0.9901608021356952,5.334615707397461,31.9453125
113000,0.9901416801621225,6.30497932434082,31.9453125
114000,0.9901228936588276,5.983114242553711,31.9453125
115000,0.9901479117572891,5.966424942016602,31.9765625
116000,0.9901897397436229,6.887674331665039,31.9765625
117000,0.9902137588567619,5.972146987915039,31.9765625
118000,0.9902373708697384,5.36656379699707,31.9765625
119000,0.9902773926269527,5.972385406494141,31.9765625
120000,0.9903250806243281,6.708383560180664,31.99609375
121000,0.9903471872133288,5.392789840698242,31.99609375
122000,0.9903853247104532,5.27644157409668,31.99609375
123000,0.9904309721059178,5.456447601318359,31.99609375
124000,0.9904597543568197,5.821466445922852,32.0390625
125000,0.9904640762873897,5.741119384765625,32.0390625
