Sample_Count,Accuracy,Latency_ms,RAM_MB
0,0.0,165.50707817077637,305.59375
1000,0.9090909090909091,6.192207336425781,305.0234375
2000,0.936031984007996,6.247043609619141,305.0234375
3000,0.94701766077974,6.738185882568359,305.0234375
4000,0.9562609347663085,6.6318511962890625,305.0234375
5000,0.9612077584483103,5.959272384643555,305.14453125
6000,0.9631728045325779,6.386756896972656,305.14453125
7000,0.9662905299242965,5.089759826660156,305.125
8000,0.9678790151231096,5.774259567260742,305.125
9000,0.9704477280302188,5.697488784790039,304.77734375
10000,0.9724027597240276,12.440204620361328,295.8125
11000,0.9742750659030998,12.107372283935547,285.8125
12000,0.9753353887176068,14.405250549316406,284.73046875
13000,0.9761556803322822,5.603790283203125,284.73046875
14000,0.9772159131490608,6.35528564453125,284.73828125
15000,0.9780681287914139,5.456209182739258,284.73828125
16000,0.9786263358540092,7.705926895141602,284.73828125
17000,0.9791776954296806,6.435155868530273,284.73828125
18000,0.9796677962335426,5.415201187133789,284.734375
19000,0.9802641966212304,6.281614303588867,284.734375
20000,0.9802509874506274,5.89442253112793,284.734375
21000,0.9808580543783629,12.86172866821289,284.734375
22000,0.9811372210354075,7.183074951171875,284.734375
23000,0.9814355897569671,5.454540252685547,284.734375
24000,0.9817924253156118,7.233381271362305,284.734375
25000,0.9822807087716491,5.614757537841797,284.73046875
26000,0.9823852928733511,6.111860275268555,284.73046875
27000,0.9824080589607792,5.759477615356445,284.73046875
28000,0.982929181100675,7.875204086303711,284.73046875
29000,0.9833454018826937,6.103277206420898,284.7265625
30000,0.9835672144261858,5.553007125854492,284.7265625
31000,0.9835811748008129,5.580425262451172,284.7265625
32000,0.9837505077966313,6.076812744140625,284.7265625
33000,0.9840307869458501,6.29115104675293,284.7265625
34000,0.9842063468721508,7.025480270385742,284.72265625
35000,0.9844575869260879,7.482051849365234,284.234375
36000,0.984694869586956,6.948709487915039,284.234375
37000,0.9848382476149293,7.1697235107421875,284.234375
38000,0.9850530249203968,7.625102996826172,284.234375
39000,0.9852567882874798,6.386995315551758,284.234375
40000,0.9854753631159221,6.232738494873047,284.23046875
41000,0.9856832760176581,5.473613739013672,284.23046875
42000,0.9858336706268899,6.438255310058594,284.23046875
43000,0.9860003255738239,5.383014678955078,284.23046875
44000,0.9861366787118474,5.6476593017578125,284.23046875
45000,0.9863558587586942,5.90825080871582,284.23046875
46000,0.9864785548140258,5.532503128051758,284.23046875
47000,0.9865109252994617,5.889177322387695,284.2265625
48000,0.9866877773379721,6.491899490356445,284.2265625
49000,0.9867145568457787,5.264997482299805,284.05078125
